gender	nationality	main_crime_age	criminal_records	main_crime_category	main_crime_is_violent	risk01_previous_violence	risk02_history_nonviolent_offences	risk03_early_violence_before_14	risk04_past_intervention_fail	risk05_self_harm_suicide_attempts	risk06_violence_at_home	risk07_childhood_mistreatment	risk08_criminal_parent_caregiver	risk09_early_separation_parents	risk10_poor_school_achievement	risk11_delinquency_peer_group	risk12_rejection_peer_group	risk13_poor_stress_coping	risk14_poor_parental_skills_parents	risk15_lack_of_personal_social_support	risk16_marginalized_environment	risk17_negative_attitudes	risk18_risk_taker_impulsive	risk19_drug_abuse	risk20_anger_management_issues	risk21_low_empaty	risk22_attention_deficit	risk23_poor_compliance_interventions	risk24_low_commitment_school	protective01_prosocial_activities	protective02_strong_social_support	protective03_strong_link_prosocial_adult	protective04_positive_attitude_interventions	protective05_high_commitment_school_or_work	protective06_perseverant_personality	average_01_antisocial	average_02_family	average_03_personality	average_04_social_support	average_05_susceptibility_treatment	sum_historic_risk_items	sum_social_risk_items	sum_individual_risk_items	sum_all_risk_items	sum_all_protective_items	professional_risk_evaluation	recidivism	recidivism_number_offences	recidividm_category_first_offence	recidivism_violence_first_offence	recidivism_severity
Male	Foreigner	17	1 or 2 criminal records	Against persons	Violent	High	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Absent	Present	Present	Present	Present	Present	0.285714285714286	0.25	0.571428571428571	0.2	0.142857142857143	3	2	3	8	1	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	0 criminal records	Others	No violent	Low	Low	Low	Low	Low	Low	Moderate	High	Low	High	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0	0.75	0	0.2	0.285714285714286	5	1	0	6	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	0 criminal records	Against persons	Violent	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Present	Present	Present	Present	Absent	Absent	0.142857142857143	0.25	0.142857142857143	0	0.571428571428571	3	1	1	5	2	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	3 to 5 criminal records	Violent against property	Violent	High	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Absent	Absent	Absent	Absent	Absent	Absent	1.28571428571429	1.25	1.57142857142857	1.6	1.28571428571429	13	11	12	36	6	High	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	More than 5 criminal records	Nonviolent against property	No violent	High	High	Moderate	Moderate	Low	High	High	High	High	High	High	Low	Moderate	High	High	High	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Absent	Absent	Absent	Absent	Absent	Absent	1.42857142857143	2	1.14285714285714	1.6	1.28571428571429	16	9	12	37	6	High	Yes	5	Nonviolent against property	No violent	3	
Male	Foreigner	14	1 or 2 criminal records	Others	No violent	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Present	Present	Present	Present	Present	Present	0.142857142857143	0.25	0	0	0.142857142857143	1	1	1	3	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	1 or 2 criminal records	Against persons	Violent	High	Moderate	Low	Moderate	Moderate	High	High	Moderate	Low	High	Moderate	Low	Low	High	Low	Moderate	Low	Low	Low	Low	Moderate	Low	Moderate	Low	Absent	Absent	Present	Present	Present	Present	0.857142857142857	1.25	0.142857142857143	0.8	0.571428571428571	12	4	2	18	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	3 to 5 criminal records	Against persons	Violent	High	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Present	Present	Absent	Present	Absent	Absent	0.714285714285714	0	1	0.4	0.857142857142857	5	4	8	17	3	Low	No	0	Not applicable	Not applicable	0	
Female	Spanish	16	0 criminal records	Violent against property	Violent	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Present	Present	Present	Present	Present	Present	0.285714285714286	0.5	0	0	0.285714285714286	5	0	1	6	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	3 to 5 criminal records	Violent against property	Violent	High	Low	High	Moderate	Low	Low	High	Low	High	High	Moderate	Low	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Absent	Present	Present	Present	Present	Present	1	1	0.428571428571429	0.4	0.714285714285714	11	4	5	20	1	Moderate	Yes	2	Nonviolent against property	No violent	2	
Male	Spanish	14	1 or 2 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	High	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	High	Absent	Absent	Absent	Present	Absent	Absent	0.142857142857143	0.25	0.285714285714286	0.8	1	3	2	5	10	5	Low	Yes	5	Nonviolent against property	No violent	2	
Male	Spanish	17	0 criminal records	Against persons	Violent	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Low	Absent	Absent	Absent	Absent	Present	Absent	0.285714285714286	0	0.857142857142857	1	0.857142857142857	3	5	6	14	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	1 or 2 criminal records	Against persons	Violent	High	Low	High	Low	Low	High	High	Low	High	High	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	Low	Low	Absent	Present	Present	Present	Absent	Absent	1	1.5	0.714285714285714	0.4	0.714285714285714	12	4	6	22	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	1 or 2 criminal records	Against persons	Violent	High	Moderate	Moderate	Low	Low	High	High	High	High	Low	Moderate	Low	Moderate	High	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Low	Low	Low	Present	Absent	Present	Present	Present	Present	0.857142857142857	2	0.428571428571429	0.8	0	12	5	3	20	1	Low	No	0	Not applicable	Not applicable	0	
Female	Spanish	15	More than 5 criminal records	Violent against property	Violent	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	Low	Moderate	High	High	High	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	High	Absent	Absent	Absent	Absent	Absent	Absent	0.857142857142857	1	1	1.6	1	8	9	9	26	6	High	Yes	3	Against people	Violent	3	
Male	Spanish	17	3 to 5 criminal records	Nonviolent against property	No violent	High	Moderate	Low	Low	Moderate	Low	Low	Low	Low	High	Low	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Moderate	Present	Present	Present	Present	Present	Present	0.571428571428571	0	0.857142857142857	0	0.428571428571429	6	4	3	13	0	Moderate	No	0	Not applicable	Not applicable	0	
Female	Spanish	14	1 or 2 criminal records	Against persons	Violent	Moderate	Moderate	Moderate	Low	Low	High	Moderate	Low	Low	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	High	Absent	Absent	Absent	Absent	Absent	Absent	0.714285714285714	0.75	1	1.4	1.14285714285714	8	9	7	24	6	Moderate	Yes	6	Nonviolent against property	No violent	1	
Male	Foreigner	16	0 criminal records	Violent against property	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	High	Present	Present	Present	Present	Present	Present	0	0	0.142857142857143	0	0.285714285714286	0	0	3	3	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	3 to 5 criminal records	Against persons	Violent	Low	High	Low	Moderate	Moderate	Moderate	High	Low	High	High	Moderate	Moderate	High	High	Moderate	Low	Moderate	High	High	Moderate	Low	Moderate	Moderate	Low	Absent	Present	Absent	Present	Absent	Absent	1	1.25	1.14285714285714	0.8	0.857142857142857	11	7	8	26	4	Moderate	Yes	1	Nonviolent against property	No violent	1	
Male	Foreigner	14	0 criminal records	Against persons	Violent	Moderate	Low	Moderate	Low	Low	Low	Low	Low	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	High	High	Moderate	Low	Low	Moderate	Absent	Present	Present	Present	Absent	Present	0.714285714285714	0.5	0.857142857142857	0.4	0.714285714285714	6	5	7	18	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Low	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Moderate	Low	Moderate	Absent	Present	Absent	Present	Absent	Absent	0.142857142857143	0	0.285714285714286	0.6	0.857142857142857	2	3	3	8	4	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	1 or 2 criminal records	Violent against property	Violent	Low	High	Low	Moderate	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Absent	Present	Present	Absent	Present	Absent	0.714285714285714	0	0.714285714285714	0.2	0.714285714285714	4	3	6	13	3	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	1 or 2 criminal records	Others	No violent	Moderate	High	Low	Low	Low	Low	High	Low	High	Moderate	High	Low	High	High	Moderate	Moderate	High	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	Present	Present	Present	Present	Present	Absent	0.714285714285714	1	0.857142857142857	0.8	0.571428571428571	8	8	6	22	1	Moderate	No	0	Not applicable	Not applicable	0	
Female	Foreigner	16	1 or 2 criminal records	Nonviolent against property	No violent	High	Low	High	Low	Low	Low	Moderate	Moderate	Moderate	High	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Present	Present	Present	Present	Present	Present	0.571428571428571	0.75	0.142857142857143	0	0.428571428571429	9	1	1	11	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	14	3 to 5 criminal records	Violent against property	Violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Present	Absent	Absent	Present	Present	Present	0.571428571428571	0	0	0.6	0.142857142857143	3	2	1	6	2	Low	No	0	Not applicable	Not applicable	0	
Female	Spanish	15	0 criminal records	Nonviolent against property	No violent	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	High	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Moderate	Absent	Present	Present	Present	Absent	Absent	0.142857142857143	0	0.142857142857143	0.2	1	3	1	3	7	3	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Others	No violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Low	High	Low	Moderate	Low	Low	Low	Moderate	Absent	Present	Present	Present	Present	Absent	0.285714285714286	0	0.428571428571429	0.4	0.571428571428571	3	2	4	9	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	0 criminal records	Violent against property	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0	0	0	0	0	0	0	0	0	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	14	1 or 2 criminal records	Violent against property	Violent	High	Low	Moderate	Low	Low	Low	Low	Moderate	Moderate	High	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Absent	Absent	Present	Present	Present	Absent	0.857142857142857	0.5	0.714285714285714	0.8	0.714285714285714	7	6	6	19	3	High	Yes	1	Against people	Violent	2	
Male	Spanish	16	0 criminal records	Against persons	Violent	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Moderate	Low	High	High	Low	High	High	Low	High	Low	Absent	Absent	Absent	Absent	Present	Present	0.142857142857143	0	1.14285714285714	1	0.857142857142857	3	3	10	16	4	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	0 criminal records	Violent against property	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Absent	0	0	0	0.4	0.428571428571429	2	2	0	4	1	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	0 criminal records	Violent against property	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	High	Low	Low	Low	Low	Moderate	Moderate	Moderate	High	Present	Present	Present	Present	Absent	Absent	0	0	0.285714285714286	0.8	0.857142857142857	1	4	5	10	2	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	1 or 2 criminal records	Violent against property	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.142857142857143	0	0.142857142857143	0	0.142857142857143	1	1	1	3	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	3 to 5 criminal records	Nonviolent against property	No violent	High	Low	Low	Low	Low	Low	Moderate	Low	Low	High	High	Low	Low	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Low	Low	High	Absent	Present	Present	Present	Absent	Absent	0.857142857142857	0.25	0.714285714285714	0.8	1	5	6	9	20	3	Moderate	Yes	1	Violent against property	Violent	2	
Female	Spanish	14	0 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0	0	0.142857142857143	0	0	0	1	0	1	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	3 to 5 criminal records	Against persons	Violent	Moderate	High	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	High	Moderate	Low	Moderate	High	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	High	Absent	Absent	Absent	Present	Absent	Absent	1	0.5	0.714285714285714	1.2	1.28571428571429	9	6	9	24	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	3 to 5 criminal records	Violent against property	Violent	High	High	Low	Moderate	Moderate	Low	Low	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	High	Low	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Low	Present	Absent	Absent	Present	Present	Absent	1.28571428571429	0.25	0.714285714285714	1	0.285714285714286	7	5	7	19	3	High	Yes	1	Violent against property	Violent	3	
Male	Spanish	17	More than 5 criminal records	Against persons	Violent	High	High	Moderate	High	High	Low	Low	Low	Low	High	Moderate	Moderate	Moderate	High	Low	Moderate	Low	Moderate	Moderate	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	1.57142857142857	0	0.428571428571429	0.6	0.285714285714286	11	6	2	19	0	Moderate	Yes	6	Violent against property	Violent	4	
Male	Foreigner	17	1 or 2 criminal records	Violent against property	Violent	Moderate	Moderate	Low	Moderate	Low	Low	Low	Low	Moderate	High	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Absent	Present	Present	Present	Present	Present	0.571428571428571	0.25	0.428571428571429	0.4	0.428571428571429	6	4	2	12	1	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	1 or 2 criminal records	Against persons	Violent	Low	High	High	Moderate	Low	Low	Moderate	Low	High	High	High	Low	Moderate	Low	High	High	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Moderate	Absent	Absent	Absent	Present	Present	Absent	1.28571428571429	0.75	0.714285714285714	1.2	0.857142857142857	10	7	8	25	4	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	More than 5 criminal records	Against persons	Violent	Moderate	High	Moderate	Low	Moderate	Low	Low	Moderate	Low	High	Low	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Absent	Present	Absent	Present	Present	Absent	0.857142857142857	0.25	0.857142857142857	1.2	0.571428571428571	8	7	5	20	3	Moderate	Yes	10	Nonviolent against property	No violent	2	
Male	Spanish	15	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0	0	0.142857142857143	0	0.285714285714286	2	0	1	3	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	3 to 5 criminal records	Nonviolent against property	No violent	Low	Low	High	High	Low	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	Absent	Absent	Absent	Absent	Absent	Absent	1.14285714285714	2	1.71428571428571	1.6	1.42857142857143	14	12	14	40	6	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	3 to 5 criminal records	Nonviolent against property	No violent	Low	High	Moderate	Low	Moderate	High	High	Moderate	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	Low	Low	Absent	Absent	Absent	Present	Present	Absent	1.14285714285714	1.75	0.857142857142857	1.4	0.571428571428571	13	9	6	28	4	Moderate	Yes	3	Against people	Violent	4	
Male	Spanish	16	1 or 2 criminal records	Against persons	Violent	Moderate	Low	Moderate	Low	Low	Moderate	Low	Low	Moderate	High	Low	Low	Moderate	Moderate	Low	Low	Low	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Absent	Absent	Absent	Present	Absent	Absent	0.571428571428571	0.5	0.714285714285714	0.6	0.857142857142857	6	2	7	15	5	Low	Yes	1	Against people	Violent	2	
Male	Spanish	14	3 to 5 criminal records	Violent against property	Violent	Moderate	High	Moderate	High	Low	Moderate	Low	High	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Absent	Present	Absent	Present	Present	Absent	1.14285714285714	0.75	0.714285714285714	0.8	0.571428571428571	11	6	4	21	3	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0	0	0	0	0	0	0	0	0	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	14	1 or 2 criminal records	Against persons	Violent	High	Low	High	Low	Low	High	Low	Low	Low	Moderate	Low	Low	High	Moderate	Moderate	Low	High	High	Low	High	High	Low	Moderate	Moderate	Present	Absent	Present	Present	Present	Absent	0.571428571428571	0.5	1.42857142857143	0.6	0.571428571428571	7	4	10	21	2	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	14	3 to 5 criminal records	Nonviolent against property	No violent	Moderate	Moderate	High	Moderate	Low	Moderate	High	Low	Low	High	Moderate	Low	Low	High	High	Low	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	High	Absent	Absent	Absent	Present	Absent	Absent	1	0.75	0.714285714285714	1.2	1.14285714285714	10	5	9	24	5	Moderate	Yes	1	Nonviolent against property	No violent	0	
Male	Foreigner	16	1 or 2 criminal records	Others	No violent	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Low	Low	Moderate	High	Low	Low	High	Moderate	High	Low	Low	Moderate	Low	Moderate	Low	Moderate	Low	Absent	Absent	Present	Present	Present	Absent	0.857142857142857	0.25	0.142857142857143	1.2	0.571428571428571	5	7	3	15	3	Moderate	Yes	1	Violent against property	Violent	3	
Male	Spanish	17	0 criminal records	Against persons	Violent	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Low	Low	Absent	Present	Present	Present	Present	Absent	0.142857142857143	0	0.714285714285714	0	0.571428571428571	3	1	4	8	2	Moderate	Yes	3	Others	No violent	2	
Male	Foreigner	16	0 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Moderate	Low	High	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	Present	Present	Present	Present	Absent	Present	0	0.25	0.285714285714286	0.6	0.428571428571429	2	3	3	8	1	Moderate	Yes	2	Nonviolent against property	No violent	1	
Male	Spanish	16	3 to 5 criminal records	Violent against property	Violent	High	Low	Moderate	Moderate	Low	Low	Low	Low	Low	High	Moderate	Low	Low	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Absent	Absent	Absent	Present	Absent	Absent	0.857142857142857	0	1	1.6	1	6	7	10	23	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	0 criminal records	Violent against property	Violent	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0.285714285714286	0	0.428571428571429	0.4	0.285714285714286	4	3	2	9	0	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	3 to 5 criminal records	Violent against property	Violent	Moderate	High	Moderate	Low	Low	Low	Low	Low	Moderate	High	High	Low	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Absent	Absent	Absent	Present	Absent	Absent	1	0.25	1.14285714285714	1.2	1.14285714285714	7	8	10	25	5	High	Yes	1	Others	No violent	1	
Male	Foreigner	17	1 or 2 criminal records	Violent against property	Violent	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Absent	Present	Present	Present	Absent	Present	0.285714285714286	0	0.142857142857143	0.6	0.714285714285714	2	3	4	9	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	3 to 5 criminal records	Against persons	Violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Absent	0.428571428571429	0	0.428571428571429	0.2	0.428571428571429	4	1	4	9	1	Moderate	Yes	1	Others	No violent	1	
